index,Debtor Name,Industry Division,Industry Group,Cause,Date Filed,Disposition,363sale,Duration,Inc. State,District Filed,City Filed,Forum Shopping,Filing Party,Plan Type,Employees,Business Survival,Refiled,Headquarters City,Date Disposed,Asset Size,Employee Size,Annual Sales,Assets (millions),Chapter at Filing,Debtor's Attorney
73,"Ames Department Stores, Inc. (1990)",G: Retail Trade,53 General Merchandise Stores,Not tort,1990-04-25,confirmed,no 363 sale,968.0,DE,NY SD,New York,Forum Shop,debtors,free fall,55000.0,Company emerged,"emerged 5 years, did not refile",CT Hartford,1992-12-18,b $1 billion but less than $10 billion,"a 30,000 and over",4353169199.0,4589.0,Chapter 11,Skadden Arps
74,"Ames Department Stores, Inc. (2001)",G: Retail Trade,53 General Merchandise Stores,Not tort,2001-08-20,confirmed,363 sale,4468.0,DE,NY SD,New York,Forum Shop,debtors,free fall,32700.0,company did not emerge,not emerged 5 years,CT Hartford,2013-11-13,b $1 billion but less than $10 billion,"a 30,000 and over",5801746515.0,2929.0,Chapter 11,Weil Gotshal
75,"AMF Bowling Worldwide, Inc.",I: Services,79 Amusement And Recreation Services,Not tort,2001-07-02,confirmed,no 363 sale,214.0,DE,VA ED,Richmond,Filed at headquarters,debtors,free fall,17280.0,Company emerged,"emerged 5 years, did not refile",VA Richmond,2002-02-01,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",1049234763.0,2533.0,Chapter 11,Willkie Farr
76,Ampal-American Israel Corporation,"H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,2012-08-29,converted,no 363 sale,246.0,NY,NY SD,New York,Filed at headquarters,debtors,free fall,1008.0,company did not emerge,not emerged 5 years,NY New York,2013-05-02,c $500 million but less than $1billion,"c 1,000 but less than 10,000",650497010.0,957.0,Chapter 11,Bryan Cave
77,AMR Corporation,"E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2011-11-29,confirmed,no 363 sale,692.0,DE,NY SD,New York,Forum Shop,debtors,free fall,78250.0,company did not emerge,not emerged 5 years,TX Fort Worth,2013-10-21,a $10 billion and over,"a 30,000 and over",25525830261.0,28886.0,Chapter 11,Weil Gotshal
78,"AMRESCO, Inc.","H: Finance, Insurance, And Real Estate","62 Security And Commodity Brokers, Dealers, Exchanges, And Services",Not tort,2001-07-02,confirmed,363 sale,385.0,DE,TX ND,Dallas,Filed at headquarters,debtors,free fall,208.0,company did not emerge,not emerged 5 years,TX Dallas,2002-07-22,b $1 billion but less than $10 billion,"d 200 but less than 1,000",250432177.0,1049.0,Chapter 11,Haynes Boone
79,Amwest Insurance Group Inc.,"H: Finance, Insurance, And Real Estate",63 Insurance Carriers,Not tort,2001-07-24,converted,no 363 sale,983.0,DE,CA CD,Woodland Hills,Filed at headquarters,debtors,free fall,520.0,company did not emerge,not emerged 5 years,CA Woodland Hills,2004-04-02,d Less than $500 million,"d 200 but less than 1,000",179030017.0,355.0,Chapter 11,Malhotra Malhotra
80,"Anacomp, Inc.",D: Manufacturing,"38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",Not tort,1996-01-05,confirmed,no 363 sale,136.0,IN,DE,Wilmington,Forum Shop,debtors,prenegotiated,3600.0,Company emerged,"emerged 5 years, did not refile",IN Indianapolis,1996-05-20,c $500 million but less than $1billion,"c 1,000 but less than 10,000",997340438.0,710.0,Chapter 11,Cadwalader Wickersham
81,ANC Rental Corp.,I: Services,"75 Automotive Repair, Services, and Parking",Not tort,2001-11-13,confirmed,363 sale,884.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,20000.0,Company emerged,"emerged 5 years, did not refile",FL Fort Lauderdale,2004-04-15,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",5185987418.0,9599.0,Chapter 11,Fried Frank
82,Anchor BanCorp Wisconsin Inc.,"H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2013-08-12,confirmed,no 363 sale,18.0,WI,WI WD,Madison,Filed at headquarters,debtors,prepackaged,690.0,Company emerged,"emerged 5 years, did not refile",WI Madison,2013-08-30,b $1 billion but less than $10 billion,"d 200 but less than 1,000",162361759.0,2637.0,Chapter 11,Kerkman Dunn
83,Anchor Glass Container Corp. (1996),D: Manufacturing,"32 Stone, Clay, Glass, And Concrete Products",Not tort,1996-09-13,confirmed,363 sale,438.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,5700.0,Company emerged,"emerged 5 years, did not refile",FL Tampa,1997-11-25,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1579084835.0,1995.0,Chapter 11,Stroock Stroock
84,Anchor Glass Container Corp. (2002),D: Manufacturing,"32 Stone, Clay, Glass, And Concrete Products",Not tort,2002-04-15,confirmed,no 363 sale,115.0,DE,FL MD,Tampa,Filed at headquarters,debtors,prenegotiated,2950.0,Company emerged,"emerged 5 years, refiled",FL Tampa,2002-08-08,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1017268314.0,777.0,Chapter 11,no data
85,Anchor Glass Container Corporation (2005),D: Manufacturing,"32 Stone, Clay, Glass, And Concrete Products",Not tort,2005-08-08,confirmed,no 363 sale,253.0,DE,FL MD,Tampa,Filed at headquarters,debtors,free fall,2840.0,Company emerged,"emerged 5 years, did not refile",FL Tampa,2006-04-18,c $500 million but less than $1billion,"c 1,000 but less than 10,000",990514718.0,872.0,Chapter 11,Carlton Fields
86,Angeles Corp.,"H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,1993-05-03,confirmed,no 363 sale,697.0,CA,CA CD,Los Angeles,Filed at headquarters,debtors,free fall,805.0,Company emerged,"emerged 5 years, did not refile",CA Los Angeles,1995-03-31,c $500 million but less than $1billion,"d 200 but less than 1,000",84142856.0,525.0,Chapter 11,Stutman Treister
87,"Anglo Energy, Ltd. (1983)",B: Mining,13 Oil And Gas Extraction,Not tort,1983-11-04,confirmed,no 363 sale,865.0,Bahamas,NY SD,New York,Filed at headquarters,debtors,free fall,860.0,Company emerged,"emerged 5 years, refiled",NY New York,1986-03-18,c $500 million but less than $1billion,"d 200 but less than 1,000",386953174.0,591.0,Chapter 11,Cleary Gottlieb
88,"Anicom, Inc.",F: Wholesale Trade,50 Wholesale Trade-durable Goods,Fraud,2001-01-05,confirmed,no 363 sale,1713.0,DE,IL ND,Chicago,Filed at headquarters,debtors,free fall,1088.0,company did not emerge,not emerged 5 years,IL Chicago,2005-09-14,c $500 million but less than $1billion,"c 1,000 but less than 10,000",798826602.0,571.0,Chapter 11,Katten Muchin
89,"Anthracite Capital, Inc.","H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,2010-03-15,Chapter 7 at filing,Chapter 7 at filing,,MD,NY SD,New York,Filed at headquarters,debtors,not applicable,1.0,company did not emerge,not emerged 5 years,NY New York,,b $1 billion but less than $10 billion,e Less than 200,417906668.0,4580.0,Chapter 7,Skadden Arps
90,"AP Industries, Inc.",D: Manufacturing,37 Transportation Equipment,Not tort,1990-03-29,confirmed,no 363 sale,,DE,NJ,Newark,Forum Shop,creditors,free fall,2688.0,company did not emerge,not emerged 5 years,OH Toledo,,d Less than $500 million,"c 1,000 but less than 10,000",279680669.0,388.0,Chapter 11,Anderson Russell
91,Apex Silver Mines Limited,B: Mining,10 Metal Mining,Not tort,2009-01-12,confirmed,no 363 sale,51.0,Cayman Islands,NY SD,New York,Forum Shop,debtors,prenegotiated,1060.0,Company emerged,"emerged 5 years, did not refile",Outside United States,2009-03-04,c $500 million but less than $1billion,"c 1,000 but less than 10,000",517631306.0,748.0,Chapter 11,Cleary Gottlieb
92,Appletree Markets Inc.,G: Retail Trade,54 Food Stores,Not tort,1992-01-02,confirmed,no 363 sale,271.0,DE,TX SD,Houston,Filed at headquarters,debtors,free fall,7260.0,Company emerged,"emerged 5 years, did not refile",TX Houston,1992-09-29,d Less than $500 million,"c 1,000 but less than 10,000",1580573584.0,462.0,Chapter 11,Sheinfeld Maley
93,"Applied Extrusion Technologies, Inc.",D: Manufacturing,30 Rubber and Miscellaneous Plastics Products,Not tort,2004-12-01,confirmed,no 363 sale,54.0,DE,DE,Wilmington,Filed at headquarters,debtors,prepackaged,940.0,Company emerged,"emerged 5 years, did not refile",DE Wilmington,2005-01-24,c $500 million but less than $1billion,"d 200 but less than 1,000",363460465.0,558.0,Chapter 11,Shearman Sterling
94,Applied Magnetics Corporation,D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,2000-01-07,confirmed,no 363 sale,668.0,DE,CA CD,Santa Barbara,Filed at headquarters,debtors,free fall,5200.0,Company emerged,"emerged 5 years, did not refile",CA Santa Barbara,2001-11-05,d Less than $500 million,"c 1,000 but less than 10,000",283929005.0,463.0,Chapter 11,Stutman Treister
95,Approach Resources Inc.,B: Mining,13 Oil And Gas Extraction,Not tort,2019-11-18,confirmed,363 sale,394.0,DE,TX SD,Houston,Forum Shop,debtors,free fall,99.0,company did not emerge,not emerged 5 years,TX Fort Worth,2020-12-16,b $1 billion but less than $10 billion,e Less than 200,115483004.0,1098.0,Chapter 11,Thompson Knight
96,APS Holding Corp.,F: Wholesale Trade,50 Wholesale Trade-durable Goods,Not tort,1998-02-02,confirmed,363 sale,624.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,5400.0,Company emerged,"emerged 5 years, did not refile",TX Houston,1999-10-19,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1307840115.0,784.0,Chapter 11,Willkie Farr
97,APW Ltd.,F: Wholesale Trade,50 Wholesale Trade-durable Goods,Not tort,2002-05-16,confirmed,no 363 sale,68.0,Bermuda,NY SD,New York,Forum Shop,debtors,prepackaged,8200.0,Company emerged,"emerged 5 years, did not refile",WI Milwaukee,2002-07-23,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1836501056.0,1889.0,Chapter 11,Weil Gotshal
98,Aralez Pharmaceuticals Inc.,D: Manufacturing,28 Chemicals and Allied Products,Not tort,2018-08-10,confirmed,363 sale,270.0,Canada,NY SD,New York,Forum Shop,debtors,free fall,164.0,company did not emerge,not emerged 5 years,Outside United States,2019-05-07,d Less than $500 million,e Less than 200,109446269.0,468.0,Chapter 11,Willkie Farr
100,ireless Inc.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2001-11-09,confirmed,no 363 sale,186.0,DE,MA,Worcester,Filed at headquarters,creditors,free fall,8350.0,Company emerged,"emerged 5 years, did not refile",MA Worcester,2002-05-14,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1249658520.0,3391.0,Chapter 11,Hale Dorr
101,"Arm Financial Group, Inc.","H: Finance, Insurance, And Real Estate",63 Insurance Carriers,Not tort,1999-12-20,confirmed,363 sale,245.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,300.0,company did not emerge,not emerged 5 years,KY Louisville,2000-08-21,a $10 billion and over,"d 200 but less than 1,000",196499233.0,15146.0,Chapter 11,no data
102,"Armstrong Energy, Inc.",B: Mining,12 Coal Mining,Not tort,2017-11-01,confirmed,no 363 sale,93.0,DE,MO ED,St. Louis,Filed at headquarters,debtors,prenegotiated,637.0,company did not emerge,not emerged 5 years,MO St. Louis,2018-02-02,d Less than $500 million,"d 200 but less than 1,000",268111800.0,353.0,Chapter 11,Kirkland Ellis
103,"Armstrong World Industries, Inc.",D: Manufacturing,30 Rubber and Miscellaneous Plastics Products,Asbestos,2000-12-06,confirmed,no 363 sale,2081.0,PA,DE,Wilmington,Forum Shop,debtors,free fall,18300.0,Company emerged,"emerged 5 years, did not refile",PA Reading,2006-08-18,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",5155289432.0,6234.0,Chapter 11,Weil Gotshal
104,"Ascena Retail Group, Inc.",G: Retail Trade,56 Apparel And Accessory Stores,Not tort,2020-07-23,pending,case pending,,DE,VA ED,Richmond,Forum Shop,debtors,prenegotiated,53000.0,case pending,not emerged 5 years,NJ Newark,,b $1 billion but less than $10 billion,"a 30,000 and over",5522510031.0,2714.0,Chapter 11,Kirkland Ellis
105,"Asia Global Crossing, Ltd.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2002-11-17,converted,363 sale,206.0,Bermuda,NY SD,New York,Forum Shop,debtors,free fall,150.0,company did not emerge,not emerged 5 years,Outside United States,2003-06-11,b $1 billion but less than $10 billion,e Less than 200,221252046.0,5218.0,Chapter 11,Kasowitz Benson
106,Aspect Software Parent Inc.,I: Services,73 Business Services,Not tort,2016-03-09,confirmed,no 363 sale,77.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,1458.0,Company emerged,not emerged 5 years,AZ Phoenix,2016-05-25,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",486638088.0,1041.0,Chapter 11,Kirkland Ellis
107,"Assisted Living Concepts, Inc.",I: Services,80 Health Services,Not tort,2001-10-01,confirmed,no 363 sale,65.0,NV,DE,Wilmington,Forum Shop,debtors,prenegotiated,3613.0,Company emerged,"emerged 5 years, did not refile",OR Portland,2001-12-05,d Less than $500 million,"c 1,000 but less than 10,000",204333571.0,493.0,Chapter 11,Latham Watkins
108,"Asyst Technologies, Inc.",D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,2009-04-20,confirmed,363 sale,304.0,CA,CA ND,Oakland,Filed at headquarters,debtors,free fall,1367.0,company did not emerge,not emerged 5 years,CA Oakland,2010-02-18,c $500 million but less than $1billion,"c 1,000 but less than 10,000",558610439.0,545.0,Chapter 11,Baker McKenzie
109,At Home Corp,I: Services,73 Business Services,Not tort,2001-09-28,confirmed,363 sale,321.0,DE,CA ND,San Francisco,Filed at headquarters,debtors,free fall,2987.0,company did not emerge,not emerged 5 years,CA San Francisco,2002-08-15,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",900483307.0,3078.0,Chapter 11,O'Melveny Myers
110,AT&T Latin America Corp.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2003-04-11,confirmed,363 sale,290.0,DE,FL SD,Miami,Filed at headquarters,creditors,free fall,1063.0,company did not emerge,not emerged 5 years,FL Miami,2004-01-26,c $500 million but less than $1billion,"c 1,000 but less than 10,000",234671769.0,757.0,Chapter 11,Latham Watkins
111,ATA Holdings Corp.,"E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2004-10-26,confirmed,no 363 sale,462.0,IN,IN SD,Indianapolis,Filed at headquarters,debtors,free fall,7900.0,Company emerged,"emerged 5 years, refiled",IN Indianapolis,2006-01-31,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",2071966289.0,1187.0,Chapter 11,Baker Daniels
112,Atchison Casting Corp.,D: Manufacturing,33 Primary Metal Industries,Not tort,2003-08-04,converted,363 sale,171.0,KS,MO WD,"Kansas City, MO",Forum Shop,debtors,free fall,3000.0,Company emerged,"emerged 5 years, did not refile",KS Kansas City,2004-01-22,d Less than $500 million,"c 1,000 but less than 10,000",547475146.0,380.0,Chapter 11,Bryan Cave
113,Atlantic Express Transportation Corp.,"E: Transportation, Communications, Electric, Gas",41 Local And Suburban Transit And Interurban Highway Passenger Transportati,Not tort,2002-08-16,confirmed,no 363 sale,384.0,NY,NY SD,New York,Forum Shop,debtors,free fall,9000.0,Company emerged,"emerged 5 years, did not refile",NY Brooklyn,2003-09-04,d Less than $500 million,"c 1,000 but less than 10,000",637130647.0,499.0,Chapter 11,Stroock Stroock
114,Atlas Air Worldwide Holdings Inc.,"E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2004-01-30,confirmed,no 363 sale,166.0,DE,FL SD,Miami,Forum Shop,debtors,prenegotiated,1931.0,Company emerged,"emerged 5 years, did not refile",NY White Plains,2004-07-14,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1946031915.0,1970.0,Chapter 11,Haynes Boone
115,"Atlas Resource Partners, L.P.",B: Mining,13 Oil And Gas Extraction,Not tort,2016-07-27,confirmed,no 363 sale,30.0,DE,NY SD,New York,Forum Shop,debtors,prepackaged,619.0,Company emerged,not emerged 5 years,PA Pittsburgh,2016-08-26,b $1 billion but less than $10 billion,"d 200 but less than 1,000",801067854.0,1874.0,Chapter 11,Skadden Arps
116,ATP Oil & Gas Corporation,B: Mining,13 Oil And Gas Extraction,Not tort,2012-08-17,converted,no 363 sale,678.0,TX,TX SD,Houston,Filed at headquarters,debtors,free fall,68.0,company did not emerge,not emerged 5 years,TX Houston,2014-06-26,b $1 billion but less than $10 billion,e Less than 200,776979745.0,3831.0,Chapter 11,Mayer Brown
117,Audio Visual Services Corp.,I: Services,73 Business Services,Not tort,2001-12-17,confirmed,no 363 sale,65.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,2968.0,Company emerged,"emerged 5 years, did not refile",CA Los Angeles,2002-02-20,c $500 million but less than $1billion,"c 1,000 but less than 10,000",619123260.0,610.0,Chapter 11,Schulte Roth
118,Aurora Foods Inc.,D: Manufacturing,20 Food and Kindred Products,Fraud?,2003-12-08,confirmed,no 363 sale,74.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,1650.0,company did not emerge,not emerged 5 years,MO St. Louis,2004-02-20,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1090894226.0,1769.0,Chapter 11,Skadden Arps
119,Avado Brands Inc.,G: Retail Trade,58 Eating and Drinking Places,Not tort,2004-02-04,confirmed,no 363 sale,442.0,GA,TX ND,Dallas,Forum Shop,debtors,free fall,12500.0,Company emerged,"emerged 5 years, refiled",GA Athens,2005-04-21,d Less than $500 million,"b 10,000 but less than 30,000",618310999.0,421.0,Chapter 11,Skadden Arps
120,Avaya Inc.,D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,2017-01-19,confirmed,no 363 sale,313.0,DE,NY SD,New York,Forum Shop,debtors,free fall,11701.0,Company emerged,not emerged 5 years,CA San Jose,2017-11-28,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",4377362755.0,7360.0,Chapter 11,Kirkland Ellis
